title,subtitle,author,publisher,genre,width,color,bookcase,compartment
Der Pferdeflüsterer,,Nicholas Evans,Goldmann,Roman,32,"[0.11508126962772049, 0.7708275859462687, 0.11208444029582824, 4.5349245879832054e-05, 0.0, 0.0, 7.558207646638676e-06, 0.0019537966766560977]",B,
Der Schiffbruch der Mary Deare,,Hammond Innes,Bastei Lübbe,Roman,20,"[0.06781588652943184, 0.695982063071699, 0.23619121892042655, 1.0831478442650029e-05, 0.0, 0.0, 0.0, 0.0]",B,
Der Stern von Kalifornien,,Hans-Otto Meissner,Mohndruck,Erfahrungen,31,"[0.005046846324736791, 0.6489121510673235, 0.345745194629576, 0.00021732831063459867, 0.0, 6.036897517627741e-06, 0.0, 7.24427702115329e-05]",B,
Der vertauschte Koffer,,Karl-Heinz Köpcke,Schneider-Buch,Kinder,14,"[0.04039305946001036, 0.9225346729741896, 0.013206729911756962, 0.0, 0.0, 0.018319560398495027, 0.005545977255548101, 0.0]",B,
"Der Winter, der ein Sommer war",,Sandra Paretti,Karl Müller,,48,"[8.296345459824948e-05, 0.07458037461770817, 0.9253366619276936, 0.0, 0.0, 0.0, 0.0, 0.0]",B,
Die dunkle Seite,,F. Schätzing,Emons,Thriller,30,"[0.08855083544427787, 0.38027747470267653, 0.04667658878619102, 0.0, 0.0, 0.0, 0.269298477126975, 0.21519662393987957]",B,
Die Herren der Insel,,Pat Conroy,Bastei Lübbe,Roman,39,"[0.783280762751353, 0.21638768414638518, 0.0, 0.0, 0.0, 8.960894655722427e-06, 0.0003225922076060074, 0.0]",B,
Die nach den Sternen greifen,,Burk,Moewig,Roman,16,"[0.11144668134433948, 0.7972070122899073, 0.0032231661897480475, 1.2689630668299399e-05, 0.0, 0.04704046088738587, 0.04106998965795101, 0.0]",B,
Die Sieben Minuten,,Irving Wallace,Deutscher Bücherbund Stuttgart,Roman,51,"[0.08631525495854543, 0.4754088687918725, 0.10907995358375933, 0.0388494636921652, 0.0018738143386132701, 0.2802586149865811, 0.008214029648463133, 0.0]",B,
Die süße Frau,,Monika Tantzscher,Fischer,Erzählungen,22,"[0.03969235165845567, 0.9307729105446594, 0.02952231258115219, 1.2425215732808161e-05, 0.0, 0.0, 0.0, 0.0]",B,
Die vergessenen Tiere von Eld,,Patricia A. McKillip,Heyne,Fantasy,13,"[0.1582293740399121, 0.7219309907762677, 0.11948143198616784, 0.00035820319765239133, 0.0, 0.0, 0.0, 0.0]",B,
Die Vinland Saga,,Josef Nyary,Bastei Lübbe,,40,"[0.02127888920935409, 0.20413050508228672, 0.00021267235929392777, 0.0, 0.0026919076710628666, 0.005823726660665228, 0.7658622990173372, 0.0]",B,
Die Vögel von Bangkok,,Vazquez Montalban,rororo,Thriller,18,"[0.7759574763482021, 0.16045538388305997, 0.00019172666388993567, 0.06291279081298717, 0.00048262229186087253, 0.0, 0.0, 0.0]",B,
Die vollen Tage des Lebens,,Dorothy Eden,Schneekluth Verlag,Roman,34,"[0.0, 0.09361627969959517, 0.0, 0.0, 0.0, 0.9063837203004048, 0.0, 0.0]",B,
Eine Handvoll Leben,,Haushofer,Knaur,Roman,14,"[0.20666735082138035, 0.7632403672331994, 0.029673895024353275, 0.00041838692106696557, 0.0, 0.0, 0.0, 0.0]",B,
Frauen steigen ein,,Haasen,dtv ratgeber,Ratgeber,15,"[0.019274653626731867, 0.965630457561998, 0.014745604843404354, 0.00034928396786587494, 0.0, 0.0, 0.0, 0.0]",B,
Gefrorene Seelen,,Giles Blunt,Weltbild,Roman,37,"[0.006380897645047174, 0.9417205398864111, 0.026619498595310084, 0.00013921958498284742, 0.0, 0.007974783406453363, 0.01716506088179543, 0.0]",B,
Gott schütze dieses Haus,,Elizabeth George,Goldmann,Roman,23,"[0.016910819176364916, 0.92937778266011, 0.05370493625325519, 6.461910269913992e-06, 0.0, 0.0, 0.0, 0.0]",B,
"Greif, der Wolfshund",,K. Theuermeister,Karo Buch,,15,"[0.0009691912181419455, 0.6413581818629827, 0.047046841504381896, 0.31062578541449354, 0.0, 0.0, 0.0, 0.0]",B,
Hannelore hat ein Ziel,,Renate Lienau,Verlagsbuchhandlung Julius Breitschopf,,21,"[0.0, 0.12232026268081492, 0.0, 0.0, 3.8032936523028945e-05, 0.8776417043826621, 0.0, 0.0]",B,
Hastings Zwei,,Alfred Coppel,Kaiser Verlag,Roman,29,"[0.004801994110531396, 0.7687528256008602, 0.06894466098899085, 0.0, 0.003958895907919014, 0.15354162339169855, 0.0, 0.0]",B,
Hengstparade,,Gaby Hauptmann,Piper,Roman,18,"[0.038441156749507925, 0.9441145934721952, 0.017422620206346117, 0.0, 0.0, 0.0, 2.1629571950771093e-05, 0.0]",B,
Hölle auf Zeit,,Jack Higgins,Bastei Lübbe,Roman,19,"[0.08852248423267986, 0.839231415744771, 0.07222560079810314, 2.049922444600846e-05, 0.0, 0.0, 0.0, 0.0]",B,
Inside the Java 2 Virtual Machine,,Venners,Mc Graw Hill,IT,45,"[0.5598748287424766, 0.2529333681623601, 0.10635292110692333, 0.003481125688361952, 0.0, 0.00036250619725668106, 0.07699525010262125, 0.0]",B,
Interaction Design,beyond human-computer interaction,,Wiley,IT,21,"[0.0, 0.1005239813888768, 0.8917576205592034, 0.007718398051919815, 0.0, 0.0, 0.0, 0.0]",B,
Interactive 3D Multimedia Content,,"Cellary, Walczak Eds.",Springer,IT,17,"[0.03687476894276073, 0.5140207499233087, 0.13037527628546483, 0.0, 0.0, 0.016887826134835172, 0.30160540536288766, 0.00023597335074292277]",B,
Interaktive Systeme 2,2. Aufl.,"Dreim, Dachselt",Springer,IT,30,"[0.00016592002654720425, 0.3905525908605076, 0.5805657487044733, 0.01443504230960677, 0.0011652987910989693, 0.010437527251399709, 0.0026508618194867285, 2.7010236879777435e-05]",B,
Java on Smart Cards: Programming and Security,Java Card 2000,"Attali, Jensen (Eds.)",Springer,IT,10,"[5.0338948922746496e-05, 0.6284482180012081, 0.3714678837505873, 0.0, 0.0, 0.0, 0.0, 3.3559299281830995e-05]",B,
Land voraus – Amerika!,,F. O. Busch,Franz Schneider Verlag,Kinder,17,"[0.05750530410183875, 0.8940800330033003, 0.048392562470532766, 2.21004243281471e-05, 0.0, 0.0, 0.0, 0.0]",B,
Learning OpenCV,,Bradski & Kaehler,O´Reilly,IT,29,"[0.01058051132900632, 0.2918275039830626, 0.6965761700580618, 0.0, 0.0, 0.0, 0.0, 0.0010158146298692272]",B,
Marianne – Flammender Lorbeer,,Benzoni,Moewig,Roman,12,"[0.013142075750484108, 0.8141479217716105, 0.06909684938924222, 0.08793810743096281, 0.0, 0.0, 0.005322907776034067, 0.010352137881666253]",B,
Mehr als nur Träume,,Jude Deveraux,Bastei Lübbe,Roman,29,"[0.020712842039800995, 0.05810012437810945, 0.9155356032338309, 0.005651430348258706, 0.0, 0.0, 0.0, 0.0]",B,
Middleware,For Communications,Mahmoud,Wiley,IT,33,"[0.6412998659931965, 0.23719633714737312, 0.12141359997251143, 9.019688691887434e-05, 0.0, 0.0, 0.0, 0.0]",B,
Mirjam und das Lager in der Wüste,,Hanne Turowski,Bernward,Jugend,15,"[0.10645128997196956, 0.24535924718265545, 0.0, 0.0, 0.0, 0.22906298266689548, 0.4191264801784795, 0.0]",B,
Nesthäkchen fliegt aus dem Nest,,Else Ury,Omnibus,Jugend,19,"[0.002696811130563697, 0.81041368985209, 0.15261610186435967, 0.03427339715298673, 0.0, 0.0, 0.0, 0.0]",B,
Neuerscheinung,,Michael Gantenberg,Scherz Verlag,Roman,23,"[0.017026034937155005, 0.0018768546287186417, 0.06454404286340845, 0.9165530675707179, 0.0, 0.0, 0.0, 0.0]",B,
pour un nouveau roman,,Alain Robbe-Grillet,idees,Roman,14,"[0.2216240867753445, 0.039166942385248905, 0.0, 0.02586985486769979, 0.027220130735319103, 0.685966967423477, 0.00015201781291078342, 0.0]",B,
Practical Electronics for Inventors,Third Edition,"Scherz, Monk",Mc Graw Hill,Wissenschaft,36,"[0.026177725086191626, 0.8799756074295136, 0.008939400133545916, 0.0, 0.0, 0.0005144243217093877, 0.08439284302903942, 0.0]",B,
Pschyrembel Medizinisches Wörterbuch,257.,,Nikol,Wissenschaft,66,"[0.0, 0.40777591430927607, 0.0, 0.0, 0.00035951558055280155, 0.4661082438405159, 0.12575632626965522, 0.0]",B,
Pythagoras im Urlaub,,Bernhard Gündel,Diesterweg,Wissen,14,"[0.13593035754361513, 0.011611013335538205, 0.8505687388526004, 0.0018898902682463, 0.0, 0.0, 0.0, 0.0]",B,
Quaternions for Computer Graphics,,Vince,Springer,IT,15,"[0.33164445167513046, 0.21019604197413222, 0.13437067853532125, 0.0, 0.0, 0.008146142493579539, 0.31550323637758126, 0.00013944894425528453]",B,
Rumba auf einen Herbst,,Irmtraud Morgner,Luchterhand,Roman,34,"[0.05462959382291143, 0.018452634157031078, 0.0, 0.0, 0.0, 0.5940033772896606, 0.3329143947303969, 0.0]",B,
Sandra – Spur der Fedorbande,,Margot Kreuter,Schneider-Buch,Kinder,17,"[0.09019537456208576, 0.8792254153122071, 0.030439609383828916, 0.00013960074187822826, 0.0, 0.0, 0.0, 0.0]",B,
Sanfte Gewalt,,Marie Louise Fischer,Heyne,Roman,17,"[0.03430833238489068, 0.08839485564702758, 0.09202422954841484, 0.0, 0.0, 0.018437725255131075, 0.7658484768010926, 0.0009863803634432263]",B,
Schattenfrau,,Melodie Johnson Howe,Goldmann,Krimi,15,"[0.0, 0.05503397711015737, 0.9449660228898427, 0.0, 0.0, 0.0, 0.0, 0.0]",B,
Showdown,,Matthew Reilly,Ullstein,Roman,33,"[0.541001605753263, 0.26399544350356147, 0.04348571977546903, 0.0, 0.0, 0.0, 0.15070406104607276, 0.000813169921633751]",B,
Sind die Deutschen noch zu retten?,,Henzler / Späth,Goldmann,Wissen,18,"[0.015152572332309983, 0.8813959438087264, 0.10345148385896362, 0.0, 0.0, 0.0, 0.0, 0.0]",B,
Things that make us Smart,,Norman,Basic Books,IT,19,"[0.022941231551576353, 0.31469463312036766, 0.41107661723077366, 1.440579689266961e-05, 0.0, 0.09520791166365346, 0.1554025339796734, 0.0006626666570628021]",B,
TKKG/Schlangeninsel,,Wolf,Pelikan,Jugend,21,"[0.08013946627330025, 0.20889097492289124, 0.0, 0.0, 0.0, 2.682043717312592e-05, 0.7109427383666354, 0.0]",B,
Triadic Game Design,,Harteveld,Springer,IT,19,"[0.002668100543829677, 0.537724355265755, 0.13255422982419124, 0.0, 0.00033351256797870964, 0.32671980179824534, 0.0, 0.0]",B,
UbiComp 2007 Adjunct Proceedings,,Bardram et al. (Eds.),,IT,18,"[0.04158563655292985, 0.2997328461704677, 0.0, 0.0, 0.0, 0.6527098434399984, 0.005971673836604003, 0.0]",B,
UIST 2009,"Victoria, British Columbia, October 4-7, 2009",,acm,IT,13,"[0.022582439567088584, 0.39113292800749494, 0.0, 0.0, 8.783144170432033e-05, 0.027003288799539373, 0.5591935121841728, 0.0]",B,
Und die Frauen weinten Blut,,Saliha Scheinhardt,Express Edition,,12,"[0.04817366308172672, 0.9475640580859395, 0.004249888486891015, 1.2390345442830946e-05, 0.0, 0.0, 0.0, 0.0]",B,
verstehen und fördern,,Heinz-Joachim Petzold,Evangelische Verlagsanstalt Berlin,Wissen,18,"[0.002393704952721021, 0.8608807776234874, 0.13662633075447994, 9.918666931164451e-05, 0.0, 0.0, 0.0, 0.0]",B,
Wandlungen,,Liv Ullmann,Scherz Verlag,,29,"[0.22816569943990822, 0.5060395438288684, 0.2631883055536811, 0.002606451177542344, 0.0, 0.0, 0.0, 0.0]",B,
Wer knackt die Nuß?,2. Band,Ecke,Ravensburger,Kinder,10,"[0.006746414195816089, 0.08909235217415953, 0.8401269913260389, 0.0, 0.0, 0.0, 0.06370826010544815, 0.000325982198537332]",B,
Wilhelm Busch Hausbuch,,,Delphin Verlag,,40,"[0.08661119846261356, 0.7362683438155136, 0.01650506638714186, 0.16061539133473096, 0.0, 0.0, 0.0, 0.0]",B,
Wüstenmond,,Federica de Cesco,Blanvalet,Roman,34,"[0.0, 0.143353169216736, 0.845239387983364, 0.011407442799900096, 0.0, 0.0, 0.0, 0.0]",B,
XML,"Professionel, 2nd Edition","Birbeck, Duckett, Gudmundson, Kobak, Lenz, Livingstone, Marcus, Mohr, Pinnock, Visco, Watt, Williams, Zaev, Ozu",wrox,IT,56,"[0.08415076579138313, 0.22657227462592905, 0.689243621673563, 3.3337909124781834e-05, 0.0, 0.0, 0.0, 0.0]",B,
Zwei Engel für Mor,In geheimer Mission,Alexandra Raumer,vgs,,19,"[0.0021292056035283977, 0.08279117449910156, 0.9150796198973701, 0.0, 0.0, 0.0, 0.0, 0.0]",B,
Betty und ihre Schwestern,,Louisa May Alcott,ro ro ro,Roman,,"[0.6213938450919967, 0.24940515472031677, 0.008028140873892801, 0.12084592145015106, 0.00029061143434906065, 3.632642929363258e-05, 0.0, 0.0]",HI-1,
Blutiger Kuss,Fear Street,R.L.Stine,loewe,horror,,"[0.3662039540892975, 4.006169501031589e-05, 0.6018802288858175, 0.031875755329874675, 0.0, 0.0, 0.0, 0.0]",HI-1,
Callanetics,Das grosse Handbuch,Callan Pinckney,Orbis,Roman,,"[4.394020616744733e-06, 0.10826427397597349, 0.8917313320034097, 0.0, 0.0, 0.0, 0.0, 0.0]",HI-1,
Alarm! Das Weiberschiff,,Konsalik,Heyne,Roman,,"[0.00014196634305620775, 0.00016744748155347582, 0.9993848125134231, 0.0003057736619672167, 0.0, 0.0, 0.0, 0.0]",HI-1,
Das Blumenjahr,,Gabriele Vocke,F,Roman,,"[4.396763981709462e-06, 8.793527963418924e-05, 0.9810807245867041, 0.018813753077734786, 1.3190291945128385e-05, 0.0, 0.0, 0.0]",HI-1,
Das Erbe der Guldenburgs,,Axel Rode,,Roman,,"[0.0017881774494971968, 0.38762013882708907, 0.14453368336744682, 0.007180519711666815, 0.2723675135712379, 0.16843074219097623, 0.017901241434546588, 0.00017798344753937884]",HI-1,
Der geschenkte Gaul,,Hildegard Knef,,Roman,,"[0.08952397216785116, 0.003470260849765073, 0.892448186925546, 0.014555390617815904, 0.0, 0.0, 2.1894390219338e-06, 0.0]",HI-1,
Der Hexer,,Edgar Wallace,,Roman,,"[4.238617193526784e-06, 0.003229826301467409, 0.17006603765587514, 0.8266659884879157, 1.6954468774107135e-05, 4.238617193526784e-06, 8.477234387053567e-06, 4.238617193526784e-06]",HI-1,
Der Medicus,,Noah Gordon,,Roman,,"[3.587240186656064e-05, 0.002663525838592128, 0.987392345427315, 0.009897793548348525, 0.0, 4.48405023332008e-06, 4.48405023332008e-06, 1.4946834111066935e-06]",HI-1,
Die Farbe der Hoffnung,,Susan Madison,CP,Roman,,"[0.023611410223779782, 0.07003641560780782, 0.0, 0.0, 0.598975566301858, 0.3073766078665544, 0.0, 0.0]",HI-1,
Die Frauen vom Schloß,,Marie Louise Fischer,,Roman,,"[0.0, 0.026220315042422827, 0.9648102328416106, 0.008969452115966583, 0.0, 0.0, 0.0, 0.0]",HI-1,
Die Liebes- maschine,,Jacqueline Susann,,Roman,,"[0.0001341820688028723, 0.330919411469314, 0.6556278196023738, 0.012869280235184572, 0.0, 2.0330616485283684e-06, 0.00044727356267624103, 0.0]",HI-1,
Die Maya,,Wilfried Westphal,G,Sachbuch,,"[0.019500581049289985, 0.9585455186770342, 0.0005920719052433006, 3.4642505094022906e-05, 0.0, 0.011258814155557444, 0.010058923751846287, 9.44795593473352e-06]",HI-1,
Die schönsten Weihnachtsgeschichten,,Alexandra Cordes,G,Stories,,"[0.1517911176183504, 0.00445095168374817, 0.7817179111761835, 0.062040019521717914, 0.0, 0.0, 0.0, 0.0]",HI-1,
Eiertanz,,Jensen,Knaur,Roman,,"[0.0015460844944489979, 0.906977870501453, 0.002086282691304672, 0.001177259518664779, 0.000149020192236048, 1.4902019223604798e-05, 9.313762014753e-05, 0.08795544296252142]",HI-1,
Eine Welt in Auf- lösung,,Peter Scholl- Latour,Siedler,Politics,,"[0.0, 0.9041511405262282, 0.047708520717786904, 0.0, 0.0, 0.0, 0.04812559374980252, 1.4745006182370449e-05]",HI-1,
Erlesenes aus Österreichs Küche,,Matt/Glocker,t,Cooking,,"[0.03566343820810523, 0.9457628987948424, 2.5065672060799293e-05, 2.0052537648639436e-05, 0.004155888427680523, 0.014292446209067758, 8.021015059455774e-05, 0.0]",HI-1,
Flucht ins Glück,Ein Frauenheld entdeckt die Liebe,Historical Lords & Ladies,CORA,Roman,,"[0.00013473876226900077, 0.03262232724935999, 0.9549402485411937, 0.012287138666915415, 1.036452017453852e-05, 5.18226008726926e-06, 0.0, 0.0]",HI-1,
Forrest Gump,,Winston Groom,Heyne,Roman,,"[9.58873062640562e-05, 0.933458567966666, 0.01610906745236144, 0.02234610087344619, 0.0, 6.537770881640196e-05, 0.02792064017852473, 4.358513921093464e-06]",HI-1,
Geburtstag feiern,,MOEWIG,,Roman,,"[9.829555507499951e-06, 0.15697800145477422, 0.8429728507676882, 0.0, 0.0, 3.9318222029999806e-05, 0.0, 0.0]",HI-1,
Gedichte 2,,Goethe,OOO,Poem,,"[0.011829355258190361, 0.9869368780273551, 0.0009968835052792879, 0.0002270130754596398, 4.935066857818257e-06, 0.0, 2.4675334289091283e-06, 2.4675334289091283e-06]",HI-1,
Gedichte Deutschlands seit 1945,,Grosser,dtv,Stories,,"[0.0276270001690728, 0.00015897890122867979, 0.9658927169998915, 0.00632130392980703, 0.0, 0.0, 0.0, 0.0]",HI-1,
Hollywood,,Harold Robbins,NGV,Roman,,"[0.01787921629942865, 0.2029077839569315, 0.40407942595633756, 0.22410952923647828, 0.029123527515565628, 0.11274516025047147, 0.008726397733877867, 0.00042895905090906323]",HI-1,
Im Tempel meines Herzens,,Alice Walker,,Roman,,"[0.0032495458188058286, 0.784325818889742, 0.1260756646988978, 0.02097624831648772, 0.006645940060669377, 0.050933326620262565, 0.007793455595134702, 0.0]",HI-1,
Käp'ten Marryat Steuermann Ready,,Karl Müller,,Roman,,"[3.358014741684716e-05, 0.0006170352087845666, 0.0, 0.0, 0.0, 0.1788688527342635, 0.8204805319095351, 0.0]",HI-1,
Kleiner Wolf und die Blauröcke,,Ericson,Abenteuer,Roman,,"[0.0002109259649862898, 0.6712004409033074, 0.012771226976750516, 0.0, 0.0, 0.026243272482326444, 0.28956732960924264, 6.80406338665451e-06]",HI-1,
Kuchen und Torten,,Klaus Groth,F,Cooking,,"[0.015871151311066735, 0.09208791782502578, 0.7983280473002076, 0.09336048135531279, 0.0, 1.3051933643969354e-05, 0.0003393502747432032, 0.0]",HI-1,
Learning English A1 neu,,,,School,,"[1.8236694052102235e-05, 0.0019102937019577092, 0.997688499028896, 0.00038297057509414695, 0.0, 0.0, 0.0, 0.0]",HI-1,
Lesen Darstellen Begreifen,,,B6,School,,"[0.013155115487091312, 0.004947064556413212, 0.9789555208869883, 0.002923770737835224, 1.8528331671959594e-05, 0.0, 0.0, 0.0]",HI-1,
Lipstick,,Susanne Fülscher,,Roman,,"[5.629093406361438e-06, 0.007157392266188569, 0.989051413324627, 0.003785565315778067, 0.0, 0.0, 0.0, 0.0]",HI-1,
Mord braucht Reklame,,Sayers,,Thriller,,"[0.035282337607919004, 2.720932953491093e-06, 0.9647013367943601, 1.3604664767455466e-05, 0.0, 0.0, 0.0, 0.0]",HI-1,
Physik und Chemie 5/6 (OS) NDS,Natur und Technik,,Cornlesen,School,,"[0.01811177552897884, 0.16783578656853726, 0.003315700705305121, 1.916590003066544e-05, 0.0, 0.01845676172953082, 0.786031892057651, 0.006228917509966268]",HI-1,
Politik macht Geld,,Hans Herbert von Arnim,Knaur,Political,,"[3.166736598766556e-05, 0.028429377815426756, 0.8989019340843777, 0.07262118705121405, 7.91684149691639e-06, 0.0, 0.0, 7.91684149691639e-06]",HI-1,
R-Bop,,,ACT,Roman,,"[0.3811469424603701, 0.04733012931148934, 0.49283741801863995, 0.07867223387589284, 1.3276333607710895e-05, 0.0, 0.0, 0.0]",HI-1,
"Reliquet: Ritter, Tod und Teufel",,,dtv,Nonfiction,,"[0.007250138845290127, 0.00024147006978485016, 0.9365175186535629, 0.05599087243136213, 0.0, 0.0, 0.0, 0.0]",HI-1,
Rodzinna,kuchnia Lidla,KUCHNIA LIDLA.PL,LIDL,Cooking,,"[0.0007625994694960213, 0.0076370468611847925, 0.036125847332743884, 0.9017978190391983, 0.008712791040377248, 0.03880783966990863, 0.005795019157088122, 0.00036103743000294724]",HI-1,
Salvete,BAND 1,,Cornlesen,School,,"[0.0, 0.8613623212904149, 0.13746090981789338, 0.0011767688916917516, 0.0, 0.0, 0.0, 0.0]",HI-1,
Schlampi reisst aus,,Palmen,M,Roman,,"[0.012040989808595902, 0.004142885166883074, 0.9697714173618182, 0.014044707662702823, 0.0, 0.0, 0.0, 0.0]",HI-1,
Schluss mit Lustig,,Peter Hahne,,Political,,"[2.8177291518232722e-05, 0.08714431201117431, 8.050654719495062e-06, 0.0, 0.0, 9.258252927419323e-05, 0.9127228521859541, 4.025327359747531e-06]",HI-1,
Zeiten und Menschen,2,,,School,,"[0.014500665110558943, 0.038381898953392064, 0.7355683557965013, 0.2039881535024973, 0.0, 0.0, 0.007560926637050423, 0.0]",HI-1,
150 Sportarten verständlich erklärt,,Gerhard Jäger,Goldmann,Ratgeber,,"[0.00478844821734906, 0.02734296911683349, 0.0002882366888113026, 0.05510202184090265, 0.004277060543651587, 0.011673585896857755, 0.8963370695626706, 0.00019060813292360332]",HI-2,
"Adieu, Jean Claude",,Utta Danella,,Roman,,"[0.0716220248559824, 0.048043242339176395, 0.7120484423673052, 0.04817058220928973, 3.231011629741272e-05, 0.00014064403564756125, 0.11810677923257772, 0.00183597484372357]",HI-2,
Allein gegen Palermo,,Willi Heinrich,,Roman,,"[0.00011121400297781168, 0.08071639975305953, 0.001075825253295566, 0.0, 0.0, 0.5160488615317572, 0.4019478338235828, 9.986563532701456e-05]",HI-2,
Alte Häuser sterben nicht,,Willi Heinrich,,Roman,,"[0.0022460573671572934, 0.0036043872987238474, 0.0, 0.0, 0.0, 0.002269230974913678, 0.9918803243592051, 0.0]",HI-2,
am Ufer der Seine,Mein zauberhafter Buchladen,Rebecca Raisin,atb,Roman,,"[1.1624770992011458e-05, 0.8988272931023259, 0.04354639213607492, 0.0017367407862065116, 0.0, 0.0009462563587497326, 0.05492006807465893, 1.1624770992011458e-05]",HI-2,
Bitte laßt die Blumen leben,,Johannes Mario Simmel,Knaur,Roman,,"[0.06781881268788807, 0.8269480656308825, 0.030227151406175372, 5.092293428483129e-05, 0.05753413592560335, 0.016528882083555754, 0.0008920293316101481, 0.0]",HI-2,
bright baby animals,,,,Kids,,"[0.05109627699989146, 0.004548338885688283, 0.0008182417820972038, 0.9268926015913967, 0.0, 0.0, 0.0001315031435513363, 0.016513037597374946]",HI-2,
Das Grosse Header's Digest Gesundheits- Buch,,,Verlag das Beste GmbH,Health,,"[0.014041810544967417, 0.07531528694714708, 0.0005683971201212581, 0.03857628529799487, 0.007936211433054561, 0.26308514215265066, 0.600475532238524, 1.3342655401907465e-06]",HI-2,
Das Herz einer Mutter,,Marie Louise Fischer,,Roman,,"[0.7265578312598467, 0.06791438039876134, 0.16951431520617158, 1.9014505351225077e-05, 2.716357907317868e-06, 0.003294942141576574, 0.03268321834084859, 1.358178953658934e-05]",HI-2,
Das Hexen-Amulett,,Susannah Kells,ro ro ro,Roman,,"[0.02329018258006585, 0.031642846453157736, 0.009418961388805746, 0.9303282138581264, 0.005319795719844358, 0.0, 0.0, 0.0]",HI-2,
Das schönste von Wilhelm Busch,,Wilhelm Busch,Albatros,Poem,,"[0.07387947718882419, 0.9240124819889333, 0.00012149476933045725, 3.6235282081013564e-05, 0.0, 3.410379489977747e-05, 0.0019162069759312468, 0.0]",HI-2,
Das Wallfahrerbündel,,Mairock,,Roman,,"[0.022165136340756425, 0.6585174642297167, 4.339298422231094e-05, 0.044651380764757956, 0.2621572677462841, 0.007489629076770868, 0.0049757288574916545, 0.0]",HI-2,
Denkanstöße 2013,,Piper,,Life,,"[0.020839622809042637, 3.1077409387153484e-05, 0.0, 0.1714807053684005, 0.8067295910212925, 0.0006037896680932677, 0.0003152137237839854, 0.0]",HI-2,
Der Fisch ohne Fahrrad,,Dunkel,Knaur,Roman,,"[0.24790046871646462, 0.5726095114132805, 0.16976951889058897, 0.0, 0.0, 0.0, 0.0060441576604332685, 0.003676343319232607]",HI-2,
Der Fluch der Opale,Roman Schneekluth,Victoria Holt,,Roman,,"[0.10029557609259263, 0.8980533908886189, 0.0007731027627660232, 1.1231517134615349e-05, 3.5566470926281936e-05, 0.0007543835675416642, 7.487678089743566e-05, 1.8719195224358915e-06]",HI-2,
Der Geist fiel nicht vom Himmel,,Hoimar v.Ditfurth,,Roman,,"[0.014165209873647637, 0.041672007483507106, 0.0013990667433926142, 0.04783281016055177, 3.272670744778045e-05, 0.00020999637278992453, 0.8946800009818012, 8.181676861945112e-06]",HI-2,
Der Golf,,Gerhard Konzel- mann,,Roman,,"[0.3774611412399882, 0.5913723266504276, 0.0018290543028588915, 0.000624091307497221, 0.0, 0.0011323540343786142, 0.027577574895278862, 3.4575695706217227e-06]",HI-2,
Der Kanzler,,Peter Norden,,Roman,,"[0.41011230077988103, 0.5091796864784003, 0.038327152518790895, 0.00920583943133019, 0.0003713719316047975, 0.005505196591747174, 0.027295836972952615, 2.6152952929915317e-06]",HI-2,
"Der Mann, der lächelte",,Henning Mankell,Z,Roman,,"[0.9348766485787185, 0.03865625112301003, 0.021215905415603552, 5.1658461206741654e-05, 1.57221403672692e-05, 0.00017968160419736228, 0.005004132676896539, 0.0]",HI-2,
Der Ring aus Stein,,Danielle Steel,,Roman,,"[0.0006591805878231367, 0.024822989268724418, 0.005665265331710735, 0.019028653612125235, 0.0, 0.0, 0.9481990080023601, 0.0016249031972563337]",HI-2,
Der Satans- Käfer,,Alistair MacLean,Lingen,Roman,,"[0.00202614858303722, 0.05924472763233898, 0.0010461579179847959, 0.10188862799518589, 8.941520666536716e-05, 0.021851288204882427, 0.8138482695475054, 5.36491239992203e-06]",HI-2,
Der Schlange List,,Faye Kellerman,btb,Roman,,"[0.0216069185739731, 0.03326256543140757, 0.9373790773087718, 0.006740704590665078, 0.0, 0.0, 0.0009587110167539086, 5.202307842850666e-05]",HI-2,
Die Chorknaben,,Joseph Wambaugh,Heyne,Roman,,"[0.0021901567926106012, 0.10776404631467434, 0.13194504372874194, 0.0023091870530785688, 0.0, 0.014956152227800112, 0.7407520927007668, 8.332118232757723e-05]",HI-2,
Die dünne Frau,,Dorothy Cannell,,Roman,,"[0.7988094270100013, 0.05464995356679748, 0.003731774433065576, 0.042821255707860266, 0.002268165653124719, 0.0011897170784314565, 0.08750411907441723, 0.009025587476301949]",HI-2,
Die Ferien des Journalisten B.,,Helmut Schinagl,,Roman,,"[2.0364248525289002e-05, 0.005004514075089773, 6.957784912807076e-05, 0.04966670513246944, 0.0073294324483936, 0.18194268142848416, 0.7559667248179097, 0.0]",HI-2,
Die großen Meyersons,,Stephen Birmingham,,Roman,,"[8.305854797046438e-06, 0.05774022608536757, 0.0006478566741696222, 0.0, 0.0, 0.006034203510054237, 0.935565254948213, 4.152927398523219e-06]",HI-2,
Die Perlenzüchterin,,Di Morrissey,Weltbild,Roman,,"[0.00479650785473091, 0.17791609505951703, 0.08568615822085902, 0.0, 0.0, 0.0, 0.7046513346153308, 0.026949904249562184]",HI-2,
"Du hast noch eine Chance, Lyddie!",,Katherine Paternson,UEBERREUTER,Roman,,"[0.001028353165858675, 0.8871959537450943, 0.11176403375610075, 2.331866589248696e-06, 4.663733178497392e-06, 2.331866589248696e-06, 0.0, 2.331866589248696e-06]",HI-2,
